id,gen,sp,ssp,group,en,rec,cnt,loc,lat,lng,alt,type,sex,stage,method,url,file,file-name,sono,osci,lic,q,length,time,date,uploaded,also,rmk,bird-seen,animal-seen,playback-used,temp,regnr,auto,dvc,mic,smp
446610,Crypturellus,cinereus,,birds,Cinereous Tinamou,Edson Guilherme,Brazil,Parque Zoobotânico da Universidade Federal do Acre,-9.955,-67.8639,160,song,,,field recording,//xeno-canto.org/446610,https://xeno-canto.org/446610/download,XC446610-Crypturellus cinereus - DaRec_20180527091521.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/FZTTBRELVC/ffts/XC446610-small.png', 'med': '//xeno-canto.org/sounds/uploaded/FZTTBRELVC/ffts/XC446610-med.png', 'large': '//xeno-canto.org/sounds/uploaded/FZTTBRELVC/ffts/XC446610-large.png', 'full': '//xeno-canto.org/sounds/uploaded/FZTTBRELVC/ffts/XC446610-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/FZTTBRELVC/wave/XC446610-small.png', 'med': '//xeno-canto.org/sounds/uploaded/FZTTBRELVC/wave/XC446610-med.png', 'large': '//xeno-canto.org/sounds/uploaded/FZTTBRELVC/wave/XC446610-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:32,09:25,2018-05-27,2018-12-19,[],,no,no,no,,,no,,,44100
424163,Crypturellus,cinereus,,birds,Cinereous Tinamou,Felipe Arantes,Brazil,"Porto Velho, Rondônia",-9.3798,-64.8729,110,song,,,field recording,//xeno-canto.org/424163,https://xeno-canto.org/424163/download,XC424163-Crypturellus cinereus. RO. ME- Felipe Arantes.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/AKHCFQUKLZ/ffts/XC424163-small.png', 'med': '//xeno-canto.org/sounds/uploaded/AKHCFQUKLZ/ffts/XC424163-med.png', 'large': '//xeno-canto.org/sounds/uploaded/AKHCFQUKLZ/ffts/XC424163-large.png', 'full': '//xeno-canto.org/sounds/uploaded/AKHCFQUKLZ/ffts/XC424163-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/AKHCFQUKLZ/wave/XC424163-small.png', 'med': '//xeno-canto.org/sounds/uploaded/AKHCFQUKLZ/wave/XC424163-med.png', 'large': '//xeno-canto.org/sounds/uploaded/AKHCFQUKLZ/wave/XC424163-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:36,08:00,2015-06-16,2018-07-07,"['Amazona farinosa', 'Sciaphylax hemimelaena', 'Sclerurus obscurior']",,no,no,no,,,no,,,48000
333322,Crypturellus,cinereus,,birds,Cinereous Tinamou,Jeremy Minns,Brazil,"Ariquemes, Rondônia. 25km north of town",-9.7334,-63.1334,110,song,,,field recording,//xeno-canto.org/333322,https://xeno-canto.org/333322/download,XC333322-CRYCIN13.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC333322-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC333322-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC333322-large.png', 'full': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC333322-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC333322-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC333322-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC333322-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:51,07:00,2003-04-01,2016-09-05,"['Myrmothera subcanescens', 'Myrmoborus myotherinus', 'Hypocnemis ochrogyna', 'Thamnophilus aethiops', 'Pheugopedius genibarbis']",terra firme forest fragment,no,no,no,,,no,,,44100
329091,Crypturellus,cinereus,,birds,Cinereous Tinamou,Fernando Igor de Godoy,Brazil,"Ramal Seringal Cachoeira, Xapuri, Acre",-10.8954,-68.3632,260,song,,,field recording,//xeno-canto.org/329091,https://xeno-canto.org/329091/download,XC329091-Crypturellus cinereus(song)XapuriAC230613.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/ffts/XC329091-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/ffts/XC329091-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/ffts/XC329091-large.png', 'full': '//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/ffts/XC329091-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/wave/XC329091-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/wave/XC329091-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/wave/XC329091-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:37,08:30,2013-06-23,2016-07-28,[],,no,no,no,,,no,,,48000
329090,Crypturellus,cinereus,,birds,Cinereous Tinamou,Fernando Igor de Godoy,Brazil,"Ramal Seringal Cachoeira, Xapuri, Acre",-10.8954,-68.3632,260,song,,,field recording,//xeno-canto.org/329090,https://xeno-canto.org/329090/download,XC329090-Crypturellus cinereus(song)XapuriAC220613.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/ffts/XC329090-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/ffts/XC329090-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/ffts/XC329090-large.png', 'full': '//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/ffts/XC329090-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/wave/XC329090-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/wave/XC329090-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/wave/XC329090-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:32,08:30,2013-06-22,2016-07-28,[],,no,no,no,,,no,,,48000
310825,Crypturellus,cinereus,,birds,Cinereous Tinamou,Jeremy Minns,Brazil,Parque Nacional da Amazônia,-4.5167,-56.3001,90,song,,,field recording,//xeno-canto.org/310825,https://xeno-canto.org/310825/download,XC310825-CRYCIN28.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC310825-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC310825-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC310825-large.png', 'full': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC310825-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC310825-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC310825-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC310825-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:58,06:04,2000-09-04,2016-04-07,"['Hylophilus semicinereus', 'Pygiptila stellaris', 'Pheugopedius genibarbis']",terra firme forest - at bridge over igarapé,no,no,no,,,no,,,44100
310821,Crypturellus,cinereus,,birds,Cinereous Tinamou,Jeremy Minns,Brazil,Parque Nacional da Amazônia,-4.5167,-56.3001,90,song,,,field recording,//xeno-canto.org/310821,https://xeno-canto.org/310821/download,XC310821-CRYCIN27.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC310821-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC310821-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC310821-large.png', 'full': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC310821-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC310821-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC310821-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC310821-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:36,17:46,2000-09-03,2016-04-07,['Xiphorhynchus guttatus'],edge of humid forest at dusk,no,no,no,,,no,,,44100
306288,Crypturellus,cinereus,,birds,Cinereous Tinamou,Jeremy Minns,Brazil,Reserva Extrativista Alto Juruá. Pedra Pintada,-9.4112,-72.7154,240,song,,,field recording,//xeno-canto.org/306288,https://xeno-canto.org/306288/download,XC306288-CRYCIN26.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC306288-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC306288-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC306288-large.png', 'full': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC306288-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC306288-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC306288-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC306288-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:22,07:10,1999-09-13,2016-03-08,[],várzea forest,no,no,no,,,no,,,44100
217694,Crypturellus,cinereus,,birds,Cinereous Tinamou,Jeremy Minns,Brazil,Reserva Extrativista Alto Juruá. Caipora,-9.3167,-72.6834,240,song,,,field recording,//xeno-canto.org/217694,https://xeno-canto.org/217694/download,XC217694-CRYCIN09.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC217694-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC217694-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC217694-large.png', 'full': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC217694-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC217694-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC217694-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC217694-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,0:32,08:35,1999-09-20,2015-03-18,[],"in tabocal (bamboo) - 2 birds singing at different frequencies - are both cinereus, or is the lower song by soui?",no,no,no,,,no,,,44100
171227,Crypturellus,cinereus,,birds,Cinereous Tinamou,Micah Riegner,Brazil,"Cristalino Jungle Lodge, MT",-9.5981,-55.932,260,song,,,field recording,//xeno-canto.org/171227,https://xeno-canto.org/171227/download,XC171227-9991267.MP3,"{'small': '//xeno-canto.org/sounds/uploaded/TXYAPFWGKB/ffts/XC171227-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TXYAPFWGKB/ffts/XC171227-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TXYAPFWGKB/ffts/XC171227-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TXYAPFWGKB/ffts/XC171227-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TXYAPFWGKB/wave/XC171227-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TXYAPFWGKB/wave/XC171227-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TXYAPFWGKB/wave/XC171227-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,A,1:51,08:00,2013-09-08,2014-03-27,[],Calling from palm forest in response to playback.,yes,yes,no,,,no,,,48000
167252,Crypturellus,cinereus,,birds,Cinereous Tinamou,GABRIEL LEITE,Brazil,"Machadinho d'Oeste, Rondônia",-8.9495,-61.967,120,song,,,field recording,//xeno-canto.org/167252,https://xeno-canto.org/167252/download,XC167252-Crypturellus cinereus_Machadinho_1026.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC167252-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC167252-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC167252-large.png', 'full': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/ffts/XC167252-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC167252-small.png', 'med': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC167252-med.png', 'large': '//xeno-canto.org/sounds/uploaded/TGBFXDVERJ/wave/XC167252-large.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,A,0:38,09:00,2014-01-25,2014-02-12,[],,no,no,yes,,,no,,,48000
143922,Crypturellus,cinereus,,birds,Cinereous Tinamou,Rodrigo Dela Rosa,Brazil,"Senador Guiomard, Acre",-10.1453,-67.7537,180,"call, song",,,field recording,//xeno-canto.org/143922,https://xeno-canto.org/143922/download,XC143922-1189.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/VGXDJMKETZ/ffts/XC143922-small.png', 'med': '//xeno-canto.org/sounds/uploaded/VGXDJMKETZ/ffts/XC143922-med.png', 'large': '//xeno-canto.org/sounds/uploaded/VGXDJMKETZ/ffts/XC143922-large.png', 'full': '//xeno-canto.org/sounds/uploaded/VGXDJMKETZ/ffts/XC143922-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/VGXDJMKETZ/wave/XC143922-small.png', 'med': '//xeno-canto.org/sounds/uploaded/VGXDJMKETZ/wave/XC143922-med.png', 'large': '//xeno-canto.org/sounds/uploaded/VGXDJMKETZ/wave/XC143922-large.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,A,1:31,16:30,2013-07-15,2013-07-29,"['Piculus chrysochloros', 'Xiphorhynchus guttatus', 'Conioptilon mcilhennyi']",,no,no,yes,,,no,,,48000
85038,Crypturellus,cinereus,,birds,Cinereous Tinamou,Jeremy Minns,Brazil,"Borba, Amazonas",-4.388175,-59.593406,30,song,,,field recording,//xeno-canto.org/85038,https://xeno-canto.org/85038/download,CRYCIN21.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC85038-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC85038-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC85038-large.png', 'full': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC85038-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC85038-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC85038-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC85038-large.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,A,0:23,06:21,2004-08-16,2011-08-02,[],Terra firme forest.,unknown,unknown,unknown,,,no,,,44100
85037,Crypturellus,cinereus,,birds,Cinereous Tinamou,Jeremy Minns,Brazil,"Cristalino Jungle Lodge, MT",-9.5981,-55.932,250,song,,,field recording,//xeno-canto.org/85037,https://xeno-canto.org/85037/download,CRYCIN18.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC85037-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC85037-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC85037-large.png', 'full': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC85037-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC85037-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC85037-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC85037-large.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,A,0:32,09:20,2003-11-30,2011-08-02,[],Terra firme forest.,unknown,unknown,unknown,,,no,,,44100
85036,Crypturellus,cinereus,,birds,Cinereous Tinamou,Jeremy Minns,Brazil,"Guajará-Mirim, RO. c.20 km SE of Pakaas Palafitas Lodge",-10.9666,-65.2026,130,song,,,field recording,//xeno-canto.org/85036,https://xeno-canto.org/85036/download,CRYCIN15.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC85036-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC85036-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC85036-large.png', 'full': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC85036-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC85036-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC85036-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC85036-large.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,A,0:48,08:00,2003-03-28,2011-08-02,"['Cercomacra cinerascens', 'Patagioenas plumbea']",Terra firme forest.,unknown,unknown,unknown,,,no,,,44100
85035,Crypturellus,cinereus,,birds,Cinereous Tinamou,Jeremy Minns,Brazil,Parque Nacional da Amazônia,-4.5167,-56.3001,50,song,,,field recording,//xeno-canto.org/85035,https://xeno-canto.org/85035/download,CRYCIN10.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC85035-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC85035-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC85035-large.png', 'full': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC85035-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC85035-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC85035-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC85035-large.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,A,0:27,17:53,2000-09-03,2011-08-02,[],Terra firme forest.,unknown,unknown,unknown,,,no,,,44100
85034,Crypturellus,cinereus,,birds,Cinereous Tinamou,Jeremy Minns,Brazil,Reserva Extrativista Alto Juruá. Pedra Pintada,-9.3828,-72.7106,230,song,,,field recording,//xeno-canto.org/85034,https://xeno-canto.org/85034/download,CRYCIN08.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC85034-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC85034-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC85034-large.png', 'full': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/ffts/XC85034-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC85034-small.png', 'med': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC85034-med.png', 'large': '//xeno-canto.org/sounds/uploaded/DGVLLRYDXS/wave/XC85034-large.png'}",//creativecommons.org/licenses/by-nc-sa/3.0/,A,0:37,17:35,1999-09-17,2011-08-02,"['Attila spadiceus', 'Xiphorhynchus guttatus']",Várzea forest.,unknown,unknown,unknown,,,no,,,44100
68054,Crypturellus,cinereus,,birds,Cinereous Tinamou,Frank Lambert,Brazil,"Mato Grosso; Rio Cristalino, near Cristalino Jungle Lodge, Serra trail",-9.6,-55.93,240,song,,,field recording,//xeno-canto.org/68054,https://xeno-canto.org/68054/download,Crypturellus_cinereus_2004b-FRL_BR_8_620-692_1_S.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC68054-small.png', 'med': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC68054-med.png', 'large': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC68054-large.png', 'full': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/ffts/XC68054-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/wave/XC68054-small.png', 'med': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/wave/XC68054-med.png', 'large': '//xeno-canto.org/sounds/uploaded/YTUXOCTUEM/wave/XC68054-large.png'}",//creativecommons.org/licenses/by-nc-nd/4.0/,A,0:59,?:?,2004-03-31,2011-01-05,[],Previously published on AVoCet as <a href=http://avocet.zoology.msu.edu/recordings/10278>AV10278</a>.  Certainty: 100%.  ID determined by: not seen; matches knowns. GPS: Google Earth.,unknown,unknown,unknown,,,no,,,44100
47907,Crypturellus,cinereus,,birds,Cinereous Tinamou,Andrew Spencer,Brazil,"Cristalino Jungle Lodge, MT",-9.5981,-55.932,250,song,,,field recording,//xeno-canto.org/47907,https://xeno-canto.org/47907/download,Cinereous Tinamou2009-9-15-1.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/CDTGHVBGZP/ffts/XC47907-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CDTGHVBGZP/ffts/XC47907-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CDTGHVBGZP/ffts/XC47907-large.png', 'full': '//xeno-canto.org/sounds/uploaded/CDTGHVBGZP/ffts/XC47907-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/CDTGHVBGZP/wave/XC47907-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CDTGHVBGZP/wave/XC47907-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CDTGHVBGZP/wave/XC47907-large.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,A,0:56,09:40,2009-09-15,2010-04-22,[],,unknown,unknown,unknown,,,no,,,48000
9904,Crypturellus,cinereus,,birds,Cinereous Tinamou,Bradley Davis,Brazil,"Cristalino Jungle Lodge, MT",-9.5981,-55.932,250,song,,,field recording,//xeno-canto.org/9904,https://xeno-canto.org/9904/download,BD_2004-04-05_Crypturellus_cinereus2.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/YNXJLOESBB/ffts/XC9904-small.png', 'med': '//xeno-canto.org/sounds/uploaded/YNXJLOESBB/ffts/XC9904-med.png', 'large': '//xeno-canto.org/sounds/uploaded/YNXJLOESBB/ffts/XC9904-large.png', 'full': '//xeno-canto.org/sounds/uploaded/YNXJLOESBB/ffts/XC9904-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/YNXJLOESBB/wave/XC9904-small.png', 'med': '//xeno-canto.org/sounds/uploaded/YNXJLOESBB/wave/XC9904-med.png', 'large': '//xeno-canto.org/sounds/uploaded/YNXJLOESBB/wave/XC9904-large.png'}",//creativecommons.org/licenses/by-nc-nd/2.5/,A,0:59,07:00,2004-04-05,2008-11-20,"['Hypocnemis striata', 'Hylophylax punctulatus', 'Grallaria varia', 'Celeus torquatus']",,unknown,unknown,unknown,,,no,,,48000
789276,Crypturellus,cinereus,,birds,Cinereous Tinamou,Ina Tirri,Brazil,"Canutama, Amazonas",-8.3127,-63.9219,90,song,,,field recording,//xeno-canto.org/789276,https://xeno-canto.org/789276/download,XC789276-220324_0203_Cinereous_Tinamou.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/AUJTABUQWE/ffts/XC789276-small.png', 'med': '//xeno-canto.org/sounds/uploaded/AUJTABUQWE/ffts/XC789276-med.png', 'large': '//xeno-canto.org/sounds/uploaded/AUJTABUQWE/ffts/XC789276-large.png', 'full': '//xeno-canto.org/sounds/uploaded/AUJTABUQWE/ffts/XC789276-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/AUJTABUQWE/wave/XC789276-small.png', 'med': '//xeno-canto.org/sounds/uploaded/AUJTABUQWE/wave/XC789276-med.png', 'large': '//xeno-canto.org/sounds/uploaded/AUJTABUQWE/wave/XC789276-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,1:52,16:56,2022-03-24,2023-03-29,[],White sand forest.,no,no,no,,,no,,,44100
754086,Crypturellus,cinereus,,birds,Cinereous Tinamou,JAYRSON ARAUJO DE OLIVEIRA,Brazil,"Sinop, Mato Grosso, Estrada Clotilde",-11.7734,-55.3891,380,song,uncertain,adult,in the hand,//xeno-canto.org/754086,https://xeno-canto.org/754086/download,XC754086-17-09-2022-7e11-Inhambu-pixuna.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/LXKLWEDKEM/ffts/XC754086-small.png', 'med': '//xeno-canto.org/sounds/uploaded/LXKLWEDKEM/ffts/XC754086-med.png', 'large': '//xeno-canto.org/sounds/uploaded/LXKLWEDKEM/ffts/XC754086-large.png', 'full': '//xeno-canto.org/sounds/uploaded/LXKLWEDKEM/ffts/XC754086-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/LXKLWEDKEM/wave/XC754086-small.png', 'med': '//xeno-canto.org/sounds/uploaded/LXKLWEDKEM/wave/XC754086-med.png', 'large': '//xeno-canto.org/sounds/uploaded/LXKLWEDKEM/wave/XC754086-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:07,7:11,2022-09-17,2022-10-06,['Cercomacra cinerascens'],,no,no,no,,,no,Panasonic RRUS551,Embutido,44100
557624,Crypturellus,cinereus,,birds,Cinereous Tinamou,Dante Buzzetti,Brazil,"Parque Estadual Chandless,Santa Rosa do Purus,Acre",-9.4571,-70.4332,265,song,,,field recording,//xeno-canto.org/557624,https://xeno-canto.org/557624/download,XC557624-Crypturellus cinereus DCB 625-18d.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/YOXWKYFZAP/ffts/XC557624-small.png', 'med': '//xeno-canto.org/sounds/uploaded/YOXWKYFZAP/ffts/XC557624-med.png', 'large': '//xeno-canto.org/sounds/uploaded/YOXWKYFZAP/ffts/XC557624-large.png', 'full': '//xeno-canto.org/sounds/uploaded/YOXWKYFZAP/ffts/XC557624-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/YOXWKYFZAP/wave/XC557624-small.png', 'med': '//xeno-canto.org/sounds/uploaded/YOXWKYFZAP/wave/XC557624-med.png', 'large': '//xeno-canto.org/sounds/uploaded/YOXWKYFZAP/wave/XC557624-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,1:34,18:55,2008-08-04,2020-05-12,[],DCB 625-18d,no,no,no,,,no,,,44100
535969,Crypturellus,cinereus,,birds,Cinereous Tinamou,Fernando Igor de Godoy,Brazil,"Purus River, Boca do Acre, State of Amazonas",-8.7512,-68.9938,150,call,,,field recording,//xeno-canto.org/535969,https://xeno-canto.org/535969/download,XC535969-1665 Crypturellus cinereus (calls - VOZ IGUAL XC29550)Boca_do_Acre_AM_200516_FIG.mp3,"{'small': '//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/ffts/XC535969-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/ffts/XC535969-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/ffts/XC535969-large.png', 'full': '//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/ffts/XC535969-full.png'}","{'small': '//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/wave/XC535969-small.png', 'med': '//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/wave/XC535969-med.png', 'large': '//xeno-canto.org/sounds/uploaded/CHDHFSVVIN/wave/XC535969-large.png'}",//creativecommons.org/licenses/by-nc-sa/4.0/,B,0:33,06:30,2016-05-20,2020-03-18,[],FCF01665- Fonoteca Casa da Floresta.,no,no,no,,,no,,,44100
